Date_2023,Age_days,Injury,Clonality,Spec,CGO,Removed_AB,SLA,LDMC,SRL,RDMC,Root_diameter,BB,AB,Flowering,N_roots,C_roots,N_leaves
3.7._,90,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,354.69,0.18,623.483,0.098,0.1473,0.2996,2.9036,Y,4.71,39.52,6.49
3.7._,90,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,503.7,0.22,421.3759,0.1005,0.1726,1.1394,4.0737,Y,5.18,41.5,5.47
3.7._,90,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,754.86,0.14,321.1927,0.1122,0.1906,0.5998,3.8514,Y,4.98,40.39,4.53
3.7._,90,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,544.25,0.15,220.1453,0.1255,0.2278,0.3911,3.0838,Y,5.56,41.8,3.47
3.7._,90,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,361.28,0.23,339.0357,0.102,0.2015,0.9693,4.4278,Y,6.82,40.39,3.77
3.7._,90,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,722.36,0.16,224.4954,0.1217,0.2189,0.5068,4.8765,Y,5.55,38.98,4.1
3.7._,90,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,554.69,0.19,404.5724,0.0999,0.1899,0.8747,5.1671,Y,4.17,34.82,3.89
3.7._,90,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,810.49,0.21,562.7212,0.0684,0.1818,0.0604,0.5795,N,4.17,MV,5.67
3.7._,90,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,804.92,0.18,301.8754,0.0682,0.2531,0.0739,0.6199,N,3.86,43.54,5.56
3.7._,90,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,810.98,0.18,482.8536,0.0761,0.207,0.211,2.1679,N,4.96,39.49,5.56
3.7._,90,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,725.9,0.21,439.6244,0.0613,0.2249,0.1085,0.6629,N,4.1,43.49,5.42
3.7._,90,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,674.16,0.18,351.7987,0.0693,0.2336,0.2814,1.9599,N,5.06,40.41,5.65
3.7._,90,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,D,D,D,D,D,D,D,D,D,D,D
3.7._,90,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,529.32,0.14,237.9856,0.1201,0.2174,1.3554,8.3263,Y,2.74,42.3,5.7
3.7._,90,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,490.5,0.14,345.8835,0.1103,0.21,1.4864,7.9261,Y,3.92,42.34,6.03
3.7._,90,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,476.58,0.14,316.9187,0.1012,0.2127,1.3161,7.875,Y,2.48,42.26,5.78
3.7._,90,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,515.89,0.12,306.6535,0.1277,0.2213,1.5962,9.0161,Y,2.59,41.1,4.74
3.7._,90,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,419.43,0.15,236.4611,0.1041,0.2333,2.0067,9.8996,Y,2.11,41.63,5.35
3.7._,90,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,405.8,0.16,332.3272,0.1248,0.2007,1.6149,8.2738,Y,3.51,40.32,4.84
3.7._,90,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,457.08,0.2,251.4132,0.074,0.2808,1.8981,9.0126,Y,3.6,42.21,4.47
3.7._,90,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,336.4,0.2,196.5053,0.0906,0.3178,4.4714,16.8016,Y,2.31,41.6,3.58
3.7._,90,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,D,D,D,D,D,D,D,D,D,D,D
3.7._,90,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,481.23,0.2,221.7227,0.1185,0.2803,3.9588,10.5703,Y,1.95,42.81,4.01
3.7._,90,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,354.33,0.21,204.7847,0.0834,0.3464,1.5777,10.3713,Y,3.18,41.87,5.25
3.7._,90,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,362.27,0.21,258.52,0.0862,0.2867,2.8149,10.3502,Y,3.4,39.45,4.63
3.7._,90,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,403.73,0.21,371.2367,0.0777,0.228,1.7893,2.7891,N,3.05,40.09,5.03
3.7._,90,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,416.48,0.21,231.3914,0.0889,0.2721,1.1669,6.1654,N,4.05,39.71,6.58
3.7._,90,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,373.31,0.23,353.2126,0.0742,0.2672,1.6883,6.1762,N,4.02,42.11,4.76
3.7._,90,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,308.64,0.23,211.1035,0.0845,0.3033,4.8772,10.6093,N,3.19,41.69,4.55
3.7._,90,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,377.12,0.24,246.0446,0.0725,0.2619,1.304,6.9718,N,3.17,40.94,4.7
3.7._,90,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,455.27,0.18,315.5229,0.082,0.2589,1.0877,7.6771,N,4.02,43.17,4.53
3.7._,90,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,292.23,0.19,84.3086,0.1644,0.336,7.3575,20.6429,Y,2.15,40.07,3.82
3.7._,90,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,362.37,0.16,158.6125,0.1309,0.2797,6.4453,16.1695,Y,1.71,37.12,4.06
3.7._,90,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,275.16,0.22,161.3507,0.1324,0.2698,6.6131,20.6718,Y,2.12,44.01,3.42
3.7._,90,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,271.78,0.19,123.0028,0.1443,0.3046,4.4157,19.1858,Y,2.9,38.6,3.74
3.7._,90,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,289.15,0.18,123.9331,0.1501,0.2943,3.9568,19.4485,Y,3.43,44.6,2.72
3.7._,90,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,256.07,0.22,122.848,0.1412,0.2933,6.4936,17.2532,Y,1.39,30.83,3.3
3.7._,90,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,247.26,0.14,223.6963,0.0736,0.3359,1.3757,7.2058,N,3.45,39.6,4.7
3.7._,90,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,365.76,0.14,199.6088,0.0499,0.4555,0.491,1.9878,N,5.11,45.84,5.96
3.7._,90,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,304.23,0.16,201.9699,0.0869,0.3763,1.1652,6.4981,N,3.58,43.4,5.03
3.7._,90,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,256.08,0.14,232.2351,0.0813,0.366,1.8259,4.512,N,3.9,45.4,5.6
3.7._,90,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,223.6,0.16,238.6014,0.0791,0.3177,2.2109,5.2827,N,3.89,42.02,4.57
3.7._,90,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,242.04,0.14,213.6831,0.0561,0.4236,0.9768,2.3765,N,2.68,26.55,4.98
24.-28.7.,115,N,non-clon,Artemisia_campestris_L.,NA,NA,543.43,0.06,322.3855,0.0769,0.2356,0.8355,7.9999,N,4.36,49.84,5.37
24.-28.7.,115,N,non-clon,Artemisia_campestris_L.,NA,NA,488.83,0.08,389.9568,0.0848,0.2196,0.498,4.6181,N,4.97,51.16,5.95
24.-28.7.,115,N,non-clon,Artemisia_campestris_L.,NA,NA,D,D,D,D,D,D,D,D,D,D,D
24.-28.7.,115,N,non-clon,Artemisia_campestris_L.,NA,NA,D,D,D,D,D,D,D,D,D,D,D
24.-28.7.,115,N,non-clon,Artemisia_campestris_L.,NA,NA,407.16,0.11,232.7391,0.0781,0.2961,1.1358,7.4037,N,6.54,48.26,5.18
24.-28.7.,115,N,non-clon,Artemisia_campestris_L.,NA,NA,396.61,0.11,214.4824,0.0877,0.2805,3.8364,19.4518,Y,3.89,43.48,5.82
24.-28.7.,115,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,291.49,0.16,164.5046,0.1116,0.2775,3.0433,16.9246,N,5.38,45.49,4.79
24.-28.7.,115,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,482.64,0.11,449.4645,0.0712,0.2249,1.2271,4.6683,N,4.25,46.56,4.81
24.-28.7.,115,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,570.21,0.15,343.101,0.073,0.2509,2.3745,8.0066,N,3.87,41.35,4.92
24.-28.7.,115,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,610.48,0.11,266.7156,0.0603,0.3054,0.7658,4.1844,N,4.96,44.35,4.44
24.-28.7.,115,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,436.71,0.12,182.8387,0.0982,0.2956,2.8989,11.2037,N,3.9,43.44,4.78
24.-28.7.,115,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,328.9,0.14,277.4968,0.0861,0.2483,4.2079,20.6232,N,4.91,39.86,4.15
24.-28.7.,115,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,270.17,0.15,615.6262,0.1464,0.1329,0.5306,4.2711,Y,5.21,46.44,4.66
24.-28.7.,115,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,352.1,0.13,627.925,0.121,0.1582,0.2233,1.6639,N,6.46,44.28,4.62
24.-28.7.,115,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,202.74,0.2,458.9525,0.1514,0.1366,1.5469,8.3051,Y,3.82,44.41,5.18
24.-28.7.,115,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,377.58,0.15,454.9866,0.1186,0.169,0.1832,0.9319,N,6.01,44.41,4.61
24.-28.7.,115,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,256.35,0.16,423.5165,0.1372,0.1607,0.3054,2.299,N,5.61,45.49,3.15
24.-28.7.,115,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,346.86,0.15,833.3615,0.0968,0.1377,0.1619,0.5217,N,6.11,45.18,4.79
24.-28.7.,115,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,483.11,0.18,115.7914,0.2088,0.2724,4.3707,22.2392,Y,3.19,43.93,3.97
24.-28.7.,115,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,564.63,0.16,270.1114,0.1303,0.2079,2.2196,21.5908,Y,3.29,42.03,3.04
24.-28.7.,115,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,379.13,0.2,231.7592,0.1384,0.2245,3.4146,24.3127,Y,3.75,45.8,2.64
24.-28.7.,115,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,415.44,0.16,135.2433,0.1927,0.2337,4.0767,22.3611,Y,3.31,45.55,3.12
24.-28.7.,115,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,783.83,0.12,193.8283,0.1175,0.2487,2.2452,15.2877,Y,4.25,44.34,4.46
24.-28.7.,115,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,502.65,0.19,277.34,0.1532,0.1929,4.9746,30.4209,Y,2.22,38.99,4.64
24.-28.7.,115,N,non-clon,Hypericum_montanum_L.,NA,NA,988.24,0.16,467.9407,0.0648,0.2275,0.0114,0.0812,N,6.4,46.84,4.97
24.-28.7.,115,N,non-clon,Hypericum_montanum_L.,NA,NA,D,D,D,D,D,D,D,D,D,D,D
24.-28.7.,115,N,non-clon,Hypericum_montanum_L.,NA,NA,976.1,0.18,415.8502,0.1079,0.2064,0.003,0.0447,N,3.73,50.6,4.97
24.-28.7.,115,N,non-clon,Hypericum_montanum_L.,NA,NA,1262.36,0.16,529.2012,0.1039,0.1879,0.008,0.0444,N,2.39,46.7,4.3
24.-28.7.,115,N,non-clon,Hypericum_montanum_L.,NA,NA,994.3,0.19,559.4153,0.0663,0.2062,0.0102,0.0521,N,5.31,45.75,4.39
24.-28.7.,115,N,non-clon,Hypericum_montanum_L.,NA,NA,D,D,D,D,D,D,D,D,D,D,D
24.-28.7.,115,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,457.61,0.1,689.617,0.1069,0.1816,0.8442,7.4557,N,2.86,43.45,4.68
24.-28.7.,115,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,389.6,0.11,308.9344,0.1114,0.2189,2.1114,18.6292,Y,2.03,31.16,5.04
24.-28.7.,115,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,362.38,0.13,388.901,0.1522,0.2132,2.4591,12.7336,N,3.2,34.53,5.61
24.-28.7.,115,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,532.99,0.09,797.3653,0.0967,0.1751,0.4969,5.0264,N,3.73,44.74,4.52
24.-28.7.,115,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,355.42,0.11,450.3171,0.1105,0.1891,1.821,15.718,Y,2.66,33.87,4.99
24.-28.7.,115,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,408.08,0.11,469.1265,0.0765,0.1969,0.6148,6.9191,Y,4.57,54.86,5
24.-28.7.,115,N,non-clon,Lythrum_salicaria_L.,NA,NA,282.06,0.24,236.1304,0.0859,0.3158,10.4158,46.3797,Y,3.32,54.57,3.04
24.-28.7.,115,N,non-clon,Lythrum_salicaria_L.,NA,NA,252.09,0.24,176.0583,0.1244,0.3057,9.8986,41.6353,Y,3.86,54.48,2.85
24.-28.7.,115,N,non-clon,Lythrum_salicaria_L.,NA,NA,451.26,0.19,226.4215,0.1201,0.2742,10.3486,57.5626,Y,3.44,51.58,2.97
24.-28.7.,115,N,non-clon,Lythrum_salicaria_L.,NA,NA,286.77,0.25,283.9653,0.1127,0.2707,9.7055,43.0867,Y,2.86,50.39,2.79
24.-28.7.,115,N,non-clon,Lythrum_salicaria_L.,NA,NA,303.28,0.2,168.0671,0.1535,0.2729,7.5996,36.1481,Y,2.81,51.07,2.49
24.-28.7.,115,N,non-clon,Lythrum_salicaria_L.,NA,NA,365.27,0.22,292.4196,0.125,0.2355,7.0544,29.3734,Y,3.01,50.31,2.08
24.-28.7.,115,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,681.14,0.15,112.0343,0.2048,0.2595,1.5829,14.4539,Y,2.87,54.81,4.23
24.-28.7.,115,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,478.07,0.2,202.5736,0.1242,0.2688,2.3971,23.9218,Y,4.18,47.53,4.92
24.-28.7.,115,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,299.21,0.26,82.6503,0.1722,0.3588,7.9538,28.2092,N,3.81,53.59,4.63
24.-28.7.,115,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,533.22,0.22,284.671,0.133,0.2432,2.9748,25.6506,Y,3.6,55.88,4.81
24.-28.7.,115,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,530.21,0.18,173.2205,0.1381,0.257,3.0196,22.9621,Y,5.46,64.72,3.59
24.-28.7.,115,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,632.71,0.2,245.9664,0.1728,0.2063,2.6879,20.7803,Y,3.61,53.69,3.86
24.-28.7.,115,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,567.31,0.14,114.1257,0.1033,0.3294,6.3141,19.1537,Y,4.18,50.77,4.73
24.-28.7.,115,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,406.25,0.17,111.4493,0.1435,0.2872,10.0096,23.3975,Y,4.47,53.33,4.28
24.-28.7.,115,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,436.31,0.17,77.6079,0.1182,0.3885,8.1897,25.5507,N,3.75,51.55,5.51
24.-28.7.,115,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,494.61,0.15,137.7743,0.1369,0.2661,7.034,26.2727,Y,4.44,52.53,4.29
24.-28.7.,115,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,456.56,0.14,176.9026,0.1057,0.2692,5.758,27.6357,Y,4.75,52.72,3.11
24.-28.7.,115,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,302.45,0.2,102.376,0.1498,0.297,13.0599,27.4238,Y,4.71,64.61,4.97
24.-28.7.,115,N,non-clon,Trifolium_montanum_L.,NA,NA,269.17,0.25,305.8087,0.1102,0.2267,1.5086,4.1079,Y,2.07,39.02,3.42
24.-28.7.,115,N,non-clon,Trifolium_montanum_L.,NA,NA,258.39,0.22,271.9034,0.108,0.2284,3.1468,5.6244,N,2.61,33.54,2.89
24.-28.7.,115,N,non-clon,Trifolium_montanum_L.,NA,NA,383.12,0.18,346.5782,0.0972,0.2349,0.7441,1.7198,N,2.49,33.2,3.98
24.-28.7.,115,N,non-clon,Trifolium_montanum_L.,NA,NA,334.53,0.21,332.0284,0.0958,0.2222,1.0361,1.7951,N,3.56,32.54,4.26
24.-28.7.,115,N,non-clon,Trifolium_montanum_L.,NA,NA,341.45,0.21,475.1687,0.0716,0.2258,0.5425,3.6358,Y,3.04,33.2,4.16
24.-28.7.,115,N,non-clon,Trifolium_montanum_L.,NA,NA,279.13,0.22,340.0611,0.0933,0.2219,2.6092,6.4534,Y,2.32,33.56,4.15
24.-28.7.,115,N,clon,Artemisia_absinthium,stolon,NA,339.43,0.15,170.6561,0.1204,0.282,7.1846,25.2578,N,2,35.6,4.02
24.-28.7.,115,N,clon,Artemisia_absinthium,stolon,NA,461.3,0.16,208.239,0.1223,0.2542,9.3981,29.1407,N,2.06,34,4.7
24.-28.7.,115,N,clon,Artemisia_absinthium,stolon,NA,336.72,0.22,223.0342,0.0972,0.2881,6.4818,30.8574,N,2.09,35.02,5.1
24.-28.7.,115,N,clon,Artemisia_absinthium,stolon,NA,461.44,0.18,273.2433,0.1237,0.2109,3.6098,18.1342,N,1.89,36.06,5.76
24.-28.7.,115,N,clon,Artemisia_absinthium,stolon,NA,343.01,0.17,176.9931,0.1173,0.3013,10.0346,28.6879,N,2.57,34.6,5.18
24.-28.7.,115,N,clon,Artemisia_absinthium,stolon,NA,443.76,0.17,362.1138,0.0692,0.272,5.1076,24.1295,N,2.49,36.7,4.66
24.-28.7.,115,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,340.49,0.16,299.8344,0.0741,0.3058,3.5337,36.8785,Y,2.47,33.91,2.96
24.-28.7.,115,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,576.74,0.12,200.311,0.0918,0.3249,1.7596,15.5861,Y,2.33,35.87,4.67
24.-28.7.,115,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,438.82,0.13,227.6013,0.0892,0.3055,3.9059,41.9218,Y,2.98,36.95,4.61
24.-28.7.,115,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,379.11,0.15,255.3314,0.0864,0.2961,3.1966,30.7331,Y,2.61,33.2,2.7
24.-28.7.,115,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,571.87,0.13,286.4996,0.0765,0.2927,3.0899,35.4813,Y,2.66,33.25,4.4
24.-28.7.,115,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,493.44,0.12,219.8969,0.0727,0.3346,3.1286,22.1043,Y,2.8,33.09,4.84
24.-28.7.,115,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,298.53,0.24,353.4078,0.1723,0.1647,1.5207,20.1166,N,2.39,32.68,4.71
24.-28.7.,115,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,417.04,0.17,640.6491,0.1266,0.137,0.2038,3.587,N,2.5,34.18,3.8
24.-28.7.,115,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,363.9,0.2,284.086,0.1657,0.1655,1.6818,15.9616,N,1.92,31.18,5.23
24.-28.7.,115,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,389.7,0.2,454.7393,0.1588,0.1456,0.3156,3.6295,N,2.28,33,4.36
24.-28.7.,115,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,469.06,0.2,84.3826,1.1389,0.1499,0.2201,0.5526,N,1.09,34.59,4.58
24.-28.7.,115,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,456.75,0.18,590.2387,0.1479,0.145,0.3891,6.6815,Y,2.21,34.15,4.63
24.-28.7.,115,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,354.52,0.24,276.3539,0.136,0.1926,4.8312,14.7266,Y,2.6,33.29,3.03
24.-28.7.,115,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,578.37,0.21,507.0885,0.1023,0.168,1.0933,5.9053,Y,3.61,28.03,3.3
24.-28.7.,115,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,549.49,0.19,336.3821,0.1191,0.1884,1.1384,8.8433,Y,4.06,30.51,2.83
24.-28.7.,115,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,415.04,0.19,182.4051,0.1499,0.2189,3.8942,19.2601,Y,2.03,28.46,2.27
24.-28.7.,115,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,555.93,0.19,262.955,0.1189,0.2149,2.0242,9.7876,Y,2.73,28.52,3.15
24.-28.7.,115,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,426.14,0.19,311.3877,0.1281,0.1841,3.6681,14.8978,Y,2.38,24.3,2.97
24.-28.7.,115,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,664.57,0.23,435.3795,0.0677,0.2274,0.7066,7.8423,Y,2.2,28.8,4.59
24.-28.7.,115,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,768.98,0.2,291.6139,0.0774,0.2579,0.6803,8.4968,Y,2.57,27.84,3.98
24.-28.7.,115,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,657.04,0.21,433.2466,0.0703,0.2309,0.6243,7.7843,Y,2.69,27.68,4.34
24.-28.7.,115,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,705.85,0.23,453.3944,0.0733,0.2145,0.4204,4.5729,Y,2.65,32.52,4.39
24.-28.7.,115,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,650.73,0.21,379.6219,0.1001,0.202,0.5856,8.7979,Y,2.52,31.22,3.3
24.-28.7.,115,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,677.3,0.21,299.2985,0.1039,0.2283,1.0059,13.0999,Y,2.16,33.72,4.48
24.-28.7.,115,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,447.61,0.14,218.0022,0.1538,0.1998,3.2062,11.3537,Y,3.01,41.21,5.62
24.-28.7.,115,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,537.21,0.12,234.9055,0.1328,0.213,2.294,9.902,Y,2.92,41.4,4.78
24.-28.7.,115,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,376.55,0.16,137.6687,0.1438,0.2691,3.5386,12.1615,Y,2.84,41.35,6.09
24.-28.7.,115,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,439.91,0.12,203.5617,0.1157,0.248,1.0207,5.4026,Y,2.99,40.09,4.44
24.-28.7.,115,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,576.39,0.11,391.8243,0.1231,0.1892,1.6681,9.7528,Y,3.53,43.18,5.92
24.-28.7.,115,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,541.82,0.11,258.3562,0.1225,0.2098,1.0947,6.2605,Y,3.32,43.86,5.01
24.-28.7.,115,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,406.1,0.22,296.4228,0.128,0.2407,8.0555,23.9486,Y,2.37,47.07,3.03
24.-28.7.,115,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,372.26,0.19,296.9627,0.1409,0.2129,6.9967,25.8655,Y,2.42,47.86,2.54
24.-28.7.,115,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,500.54,0.19,241.8823,0.1153,0.2775,3.6478,9.316,Y,2.2,45.6,3.8
24.-28.7.,115,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,431.85,0.2,241.8017,0.1076,0.2904,6.2242,22.1621,Y,2.37,45.54,3.54
24.-28.7.,115,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,338.09,0.22,418.199,0.0869,0.2328,3.0005,17.7714,Y,2.08,45.69,3.35
24.-28.7.,115,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,283.68,0.26,247.1705,0.159,0.2212,8.3695,28.8115,Y,1.94,45.03,3.23
24.-28.7.,115,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,341.58,0.27,194.2024,0.1187,0.2686,2.8499,10.5865,N,2.78,55.39,4.38
24.-28.7.,115,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,309.66,0.26,282.4605,0.0875,0.2685,2.4534,1.6577,N,2.62,47.65,4.5
24.-28.7.,115,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,371.37,0.23,199.4966,0.1205,0.2636,5.3262,18.9994,N,2.34,45.49,3.98
24.-28.7.,115,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,405.36,0.24,138.3851,0.0791,0.3627,2.4392,6.1552,N,2.57,45.17,4.69
24.-28.7.,115,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,444.27,0.21,395.5821,0.084,0.2171,3.5188,12.5383,N,2.31,46.29,4.47
24.-28.7.,115,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,305.66,0.3,307.2689,0.0757,0.2815,4.1117,4.1929,N,2.58,45.05,4.12
24.-28.7.,115,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,236.3,0.21,170.7679,0.1574,0.2306,9.7666,23.3723,Y,1.61,44.08,2.88
24.-28.7.,115,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,276.41,0.21,123.628,0.1377,0.2917,11.4084,39.8528,Y,1.69,34.41,3.04
24.-28.7.,115,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,212.64,0.23,117.3857,0.1364,0.2985,8.7778,28.9005,Y,2.34,37,2.74
24.-28.7.,115,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,258.26,0.25,232.6948,0.1207,0.2437,6.3729,34.8214,Y,2.34,42.76,3.4
24.-28.7.,115,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,206.48,0.24,43.8417,0.2285,0.3665,17.498,31.0168,Y,1.72,41.08,3.97
24.-28.7.,115,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,298.05,0.19,103.9181,0.1402,0.3112,9.0334,31.2662,Y,2.47,42.03,5.56
24.-28.7.,115,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,262.6,0.2,198.1893,0.1041,0.3125,3.6984,12.1309,Y,2.88,44.86,5.44
